repo	state	issue_id	created_at	included	type	themes	exclusion_reason	url	title
dgtlmoon/changedetection.io	open	4195	2026-05-28T14:08:07Z	yes	enhancement	llm		https://github.com/dgtlmoon/changedetection.io/issues/4195	[feature] LLM - extract all metadata and attach to rules trigger
dgtlmoon/changedetection.io	open	4194	2026-05-28T09:23:26Z	yes	enhancement	ui_history		https://github.com/dgtlmoon/changedetection.io/issues/4194	[feature] char-level diff in addition to word/line-level diff
dgtlmoon/changedetection.io	open	4192	2026-05-27T15:40:32Z	yes	enhancement			https://github.com/dgtlmoon/changedetection.io/issues/4192	[feature] global 'pause' should pause items in the queue from being processed
dgtlmoon/changedetection.io	open	4191	2026-05-27T12:58:16Z	yes	enhancement	llm		https://github.com/dgtlmoon/changedetection.io/issues/4191	[feature] Watch check should pause when LLM is out of token budget
dgtlmoon/changedetection.io	open	4190	2026-05-27T10:14:20Z	yes	enhancement			https://github.com/dgtlmoon/changedetection.io/issues/4190	[feature] Website badge still says "Restock" when Re-stock detection is Off
dgtlmoon/changedetection.io	open	4189	2026-05-27T07:20:22Z	yes	enhancement			https://github.com/dgtlmoon/changedetection.io/issues/4189	[feature] live-edit of change detection text to test text filters etc
dgtlmoon/changedetection.io	open	4168	2026-05-20T10:20:16Z	yes	enhancement	llm		https://github.com/dgtlmoon/changedetection.io/issues/4168	[feature] OpenAI-compatible LLM: allow customizing the completions path (not all gateways use `/v1/chat/completions`)
dgtlmoon/changedetection.io	open	4149	2026-05-16T10:51:44Z	yes	enhancement	ui_history		https://github.com/dgtlmoon/changedetection.io/issues/4149	[feature] zstandard compression for text history
dgtlmoon/changedetection.io	open	4141	2026-05-13T15:21:01Z	yes	bug	browser_fetch		https://github.com/dgtlmoon/changedetection.io/issues/4141	CloakBrowser fails to start in changedetection.io due to missing system Chromium dependencies (e.g. libatk-1.0.so.0)
dgtlmoon/changedetection.io	open	4111	2026-04-30T13:06:01Z	yes	bug	notifications		https://github.com/dgtlmoon/changedetection.io/issues/4111	Notify if error?
dgtlmoon/changedetection.io	open	4109	2026-04-30T07:45:18Z	yes	enhancement	ui_history		https://github.com/dgtlmoon/changedetection.io/issues/4109	[packaging] Dev-only tools end up in install_requires
dgtlmoon/changedetection.io	open	4108	2026-04-30T07:09:47Z	yes	other			https://github.com/dgtlmoon/changedetection.io/issues/4108	[i18n] Tracked `.mo` binaries conflict on every parallel i18n PR
dgtlmoon/changedetection.io	open	4100	2026-04-28T14:41:45Z	yes	other	browser_fetch		https://github.com/dgtlmoon/changedetection.io/issues/4100	Browser steps: impossible to accept or reject cookies
dgtlmoon/changedetection.io	open	4083	2026-04-24T08:32:04Z	yes	enhancement			https://github.com/dgtlmoon/changedetection.io/issues/4083	[feature] Support configuring external Apprise API server, disabling internal Apprise server
dgtlmoon/changedetection.io	open	4075	2026-04-22T04:39:48Z	yes	other	ui_history		https://github.com/dgtlmoon/changedetection.io/issues/4075	[a11y] Lighthouse-detected gaps in dashboard UI: form labels, main landmark, link names, table header scopes
dgtlmoon/changedetection.io	open	4074	2026-04-22T03:14:31Z	yes	other			https://github.com/dgtlmoon/changedetection.io/issues/4074	[i18n] Consolidate fragmented gettext calls into entire-sentence msgids
dgtlmoon/changedetection.io	open	4029	2026-04-07T22:33:03Z	yes	bug	browser_fetch		https://github.com/dgtlmoon/changedetection.io/issues/4029	[docs] Selenium image is incorrect in WebDriver wiki page
dgtlmoon/changedetection.io	open	4021	2026-04-02T15:21:09Z	yes	other	browser_fetch,ui_history		https://github.com/dgtlmoon/changedetection.io/issues/4021	[enhancement] "Mark all viewed" doesn't update UI until page is manually refreshed
dgtlmoon/changedetection.io	open	4013	2026-03-27T14:14:45Z	yes	enhancement			https://github.com/dgtlmoon/changedetection.io/issues/4013	[feature] "Notes" field
dgtlmoon/changedetection.io	open	4006	2026-03-25T04:18:37Z	yes	bug			https://github.com/dgtlmoon/changedetection.io/issues/4006	Plugins link is broken
dgtlmoon/changedetection.io	open	4005	2026-03-24T21:33:25Z	yes	enhancement	ui_history		https://github.com/dgtlmoon/changedetection.io/issues/4005	[feature] selectively delete history and flight monitoring features
dgtlmoon/changedetection.io	open	3998	2026-03-23T08:03:11Z	yes	enhancement			https://github.com/dgtlmoon/changedetection.io/issues/3998	[feature] `ETag` support for lower bandwidth/faster checking
dgtlmoon/changedetection.io	open	3962	2026-03-08T23:16:53Z	yes	other	ui_history		https://github.com/dgtlmoon/changedetection.io/issues/3962	Sometimes I have to hit "refresh" to see the changes after clicking History
dgtlmoon/changedetection.io	open	3959	2026-03-07T12:03:53Z	yes	other	notifications		https://github.com/dgtlmoon/changedetection.io/issues/3959	multiple group labels, only one notification
dgtlmoon/changedetection.io	open	3935	2026-02-27T18:50:57Z	yes	enhancement			https://github.com/dgtlmoon/changedetection.io/issues/3935	[feature] Subscription Service Price Tracker with Interactive Stock-Style Charts and Proactive Alerts
dgtlmoon/changedetection.io	open	3927	2026-02-26T10:31:05Z	yes	enhancement	notifications,ui_history		https://github.com/dgtlmoon/changedetection.io/issues/3927	[feature] Send Group Notification / report builder
dgtlmoon/changedetection.io	open	3916	2026-02-23T03:33:30Z	yes	bug	notifications		https://github.com/dgtlmoon/changedetection.io/issues/3916	[feature] Ability to define custom error notification text
dgtlmoon/changedetection.io	open	3905	2026-02-19T19:07:34Z	yes	enhancement	browser_fetch,ui_history		https://github.com/dgtlmoon/changedetection.io/issues/3905	Setting to make History page default to “Same/non-changed” being unchecked?
dgtlmoon/changedetection.io	open	3872	2026-02-13T09:16:49Z	yes	enhancement	browser_fetch		https://github.com/dgtlmoon/changedetection.io/issues/3872	[feature] Ability to select which browser playwright uses
dgtlmoon/changedetection.io	open	3851	2026-02-09T13:10:11Z	yes	support_question			https://github.com/dgtlmoon/changedetection.io/issues/3851	[feature?] Price change alert min/max alternative
dgtlmoon/changedetection.io	open	3831	2026-02-03T12:23:03Z	yes	bug	browser_fetch,notifications		https://github.com/dgtlmoon/changedetection.io/issues/3831	Telegram Notifications error for some pages
dgtlmoon/changedetection.io	open	3776	2026-01-19T13:33:14Z	yes	other	browser_fetch,ui_history		https://github.com/dgtlmoon/changedetection.io/issues/3776	URL with Jinja2 variables not resolved/clickable on diff page
dgtlmoon/changedetection.io	open	3771	2026-01-17T18:04:34Z	yes	enhancement	browser_fetch		https://github.com/dgtlmoon/changedetection.io/issues/3771	[feature] New Section "STATUS PAGES", grids of just the xpath output
dgtlmoon/changedetection.io	open	3755	2026-01-16T08:54:41Z	yes	bug	ui_history		https://github.com/dgtlmoon/changedetection.io/issues/3755	UI - Watch errors are sometimes wrapped in html
dgtlmoon/changedetection.io	open	3730	2026-01-13T02:48:41Z	yes	enhancement			https://github.com/dgtlmoon/changedetection.io/issues/3730	[feature] support for a certain variant of an item in a listing
dgtlmoon/changedetection.io	open	3729	2026-01-12T23:43:27Z	yes	bug	ui_history		https://github.com/dgtlmoon/changedetection.io/issues/3729	Realtime updates - Update fails sometimes when queuing multiple sites
dgtlmoon/changedetection.io	closed	4272	2026-07-23T07:26:05Z	yes	bug			https://github.com/dgtlmoon/changedetection.io/issues/4272	Watch fails when monitored JSON contains invalid Unicode surrogate escapes
dgtlmoon/changedetection.io	closed	4260	2026-07-16T03:33:33Z	yes	other	browser_fetch		https://github.com/dgtlmoon/changedetection.io/issues/4260	restock.previous_price returns the first-ever price once a watch has 3+ snapshots
dgtlmoon/changedetection.io	closed	4244	2026-07-03T22:57:47Z	yes	other	notifications,ui_history		https://github.com/dgtlmoon/changedetection.io/issues/4244	RSS Feed of Changes doesn't show diff
dgtlmoon/changedetection.io	closed	4242	2026-06-29T04:16:20Z	yes	other			https://github.com/dgtlmoon/changedetection.io/issues/4242	Request: private SkillOps pilot authorization
dgtlmoon/changedetection.io	closed	4240	2026-06-27T02:58:10Z	yes	bug	llm		https://github.com/dgtlmoon/changedetection.io/issues/4240	LLM change-summary fails on models that reject `temperature` (Claude Opus 4.7/4.8, Fable; OpenAI reasoning models)
dgtlmoon/changedetection.io	closed	4234	2026-06-22T20:32:55Z	yes	bug	llm,notifications		https://github.com/dgtlmoon/changedetection.io/issues/4234	Bug: Tag RSS feed ignores security token when password protection is enabled
dgtlmoon/changedetection.io	closed	4233	2026-06-21T16:04:09Z	yes	other	ui_history		https://github.com/dgtlmoon/changedetection.io/issues/4233	[i18n] JavaScript UI strings not covered by translations
dgtlmoon/changedetection.io	closed	4230	2026-06-21T03:38:32Z	yes	bug	browser_fetch		https://github.com/dgtlmoon/changedetection.io/issues/4230	New Snapshot not created. Therefore change not detected. (cannot use for "are they online" watch)
dgtlmoon/changedetection.io	closed	4225	2026-06-16T20:42:57Z	yes	enhancement	llm		https://github.com/dgtlmoon/changedetection.io/issues/4225	[feature] Raise or remove LLM timeout when local endpoint detected
dgtlmoon/changedetection.io	closed	4223	2026-06-16T14:19:06Z	yes	other	llm,notifications		https://github.com/dgtlmoon/changedetection.io/issues/4223	Not receiving mail notifications on change (with AI Summarization)
dgtlmoon/changedetection.io	closed	4221	2026-06-16T10:08:54Z	yes	other	browser_fetch		https://github.com/dgtlmoon/changedetection.io/issues/4221	Visual Selector data is not ready, watch needs to be checked atleast once.
dgtlmoon/changedetection.io	closed	4217	2026-06-14T00:50:53Z	yes	bug	browser_fetch		https://github.com/dgtlmoon/changedetection.io/issues/4217	<title> extraction fails for pages with large <head> sections (e.g. Amazon)
dgtlmoon/changedetection.io	closed	4216	2026-06-12T12:07:28Z	yes	enhancement			https://github.com/dgtlmoon/changedetection.io/issues/4216	[feature] duplicate watch
dgtlmoon/changedetection.io	closed	4215	2026-06-12T09:11:43Z	yes	bug	ui_history		https://github.com/dgtlmoon/changedetection.io/issues/4215	preview.html uses `triggered_line_numbers` but preview.py passes `highlight_triggered_line_numbers` (500 error on preview)
dgtlmoon/changedetection.io	closed	4214	2026-06-12T07:45:44Z	yes	other			https://github.com/dgtlmoon/changedetection.io/issues/4214	Ticker thread not auto-queueing overdue watches (manual recheck works)
dgtlmoon/changedetection.io	closed	4213	2026-06-09T22:15:34Z	yes	enhancement	llm		https://github.com/dgtlmoon/changedetection.io/issues/4213	[feature] Restock LLM fallback: make the 8000 char content limit configurable
dgtlmoon/changedetection.io	closed	4209	2026-06-01T18:46:31Z	yes	bug			https://github.com/dgtlmoon/changedetection.io/issues/4209	Invalid URL with complex anchors?
dgtlmoon/changedetection.io	closed	4200	2026-05-30T14:40:38Z	yes	other	browser_fetch,notifications		https://github.com/dgtlmoon/changedetection.io/issues/4200	Failed Browser Step logs and notification is +1 of actual failed step
dgtlmoon/changedetection.io	closed	4196	2026-05-28T14:15:01Z	yes	enhancement	llm		https://github.com/dgtlmoon/changedetection.io/issues/4196	[feature] AI Enabled environment variable boolean
dgtlmoon/changedetection.io	closed	4193	2026-05-28T08:13:32Z	yes	bug	ui_history		https://github.com/dgtlmoon/changedetection.io/issues/4193	[ui] bug - wildcard config tag/groups dont list in the watch overview correctly
dgtlmoon/changedetection.io	closed	4173	2026-05-21T14:21:07Z	yes	bug	ui_history		https://github.com/dgtlmoon/changedetection.io/issues/4173	raw_diff not accepted
dgtlmoon/changedetection.io	closed	4167	2026-05-20T06:18:13Z	yes	support_question			https://github.com/dgtlmoon/changedetection.io/issues/4167	How to backup settings ?
dgtlmoon/changedetection.io	closed	4165	2026-05-20T01:41:00Z	yes	enhancement	notifications		https://github.com/dgtlmoon/changedetection.io/issues/4165	[feature] Allow Passing Markdown to Notification Endpoint
dgtlmoon/changedetection.io	closed	4164	2026-05-19T23:54:39Z	yes	enhancement			https://github.com/dgtlmoon/changedetection.io/issues/4164	[feature] Hooks to Run Scripts Pre-and-Post
dgtlmoon/changedetection.io	closed	4163	2026-05-19T21:56:53Z	yes	other	llm		https://github.com/dgtlmoon/changedetection.io/issues/4163	Local LLM URL is refused
dgtlmoon/changedetection.io	closed	4159	2026-05-19T14:16:49Z	yes	bug	notifications,ui_history		https://github.com/dgtlmoon/changedetection.io/issues/4159	Notification error when 'word_diff=false'
dgtlmoon/changedetection.io	closed	4155	2026-05-19T04:24:38Z	yes	other	llm		https://github.com/dgtlmoon/changedetection.io/issues/4155	LLM summary using local Ollama timeout after 1 minute
dgtlmoon/changedetection.io	closed	4153	2026-05-17T21:03:29Z	yes	enhancement			https://github.com/dgtlmoon/changedetection.io/issues/4153	[feature] add some docs how to start with gunicorn
dgtlmoon/changedetection.io	closed	4151	2026-05-17T19:05:04Z	yes	support_question			https://github.com/dgtlmoon/changedetection.io/issues/4151	how to disable adblock
dgtlmoon/changedetection.io	closed	4150	2026-05-17T13:27:18Z	yes	other			https://github.com/dgtlmoon/changedetection.io/issues/4150	UX: Improve "Time Between Check" input layout (move time units to the right of input fields)
dgtlmoon/changedetection.io	closed	4140	2026-05-13T14:59:27Z	yes	other			https://github.com/dgtlmoon/changedetection.io/issues/4140	INSTALLED_MARKER is kept in /datastore but package installs are not persistent
dgtlmoon/changedetection.io	closed	4138	2026-05-13T08:59:38Z	yes	other			https://github.com/dgtlmoon/changedetection.io/issues/4138	"extract text" is executed before "ignore lines containing"
dgtlmoon/changedetection.io	closed	4137	2026-05-13T08:49:34Z	yes	enhancement			https://github.com/dgtlmoon/changedetection.io/issues/4137	Flaresolverr as Proxy
dgtlmoon/changedetection.io	closed	4132	2026-05-11T15:55:40Z	yes	other			https://github.com/dgtlmoon/changedetection.io/issues/4132	The URL's are vanishing after put into watch using the REST API's
dgtlmoon/changedetection.io	closed	4128	2026-05-09T18:08:38Z	yes	other			https://github.com/dgtlmoon/changedetection.io/issues/4128	"Time between  check" inputs are laid out confusingly
dgtlmoon/changedetection.io	closed	4126	2026-05-07T14:40:50Z	yes	support_question	llm		https://github.com/dgtlmoon/changedetection.io/issues/4126	Why custom model is restricted to Ollama only?
dgtlmoon/changedetection.io	closed	4125	2026-05-07T06:56:55Z	yes	other			https://github.com/dgtlmoon/changedetection.io/issues/4125	Exception: 'utf-8' codec can't encode character '\ude5e' in position 1162: surrogates not allowed
dgtlmoon/changedetection.io	closed	4121	2026-05-04T16:31:08Z	yes	bug	notifications		https://github.com/dgtlmoon/changedetection.io/issues/4121	Notification HTML escaping custom HTML in Notification Body when watched website mime-type is `text/plain`
dgtlmoon/changedetection.io	closed	4119	2026-05-03T14:24:02Z	yes	bug	notifications		https://github.com/dgtlmoon/changedetection.io/issues/4119	Telegram notifications aren't sent when using "system default" notification format
dgtlmoon/changedetection.io	closed	4115	2026-05-01T20:49:04Z	yes	other	llm		https://github.com/dgtlmoon/changedetection.io/issues/4115	Local cloud - Ollama Cloud missing :cloud models when using https://ollama.com as endpoint
dgtlmoon/changedetection.io	closed	4107	2026-04-30T06:30:22Z	yes	other	llm		https://github.com/dgtlmoon/changedetection.io/issues/4107	AI API key not valid
dgtlmoon/changedetection.io	closed	4101	2026-04-28T19:50:50Z	yes	other			https://github.com/dgtlmoon/changedetection.io/issues/4101	duplicate date http headers for some resources
dgtlmoon/changedetection.io	closed	4099	2026-04-28T14:03:57Z	yes	enhancement			https://github.com/dgtlmoon/changedetection.io/issues/4099	[feature] add restock config to API /v1/watch/ json output
dgtlmoon/changedetection.io	closed	4093	2026-04-27T11:55:35Z	yes	other			https://github.com/dgtlmoon/changedetection.io/issues/4093	pip is looking at multiple versions of dependencies
dgtlmoon/changedetection.io	closed	4091	2026-04-27T08:09:42Z	yes	bug	llm		https://github.com/dgtlmoon/changedetection.io/issues/4091	Can't set up OpenRouter as LLM provider
dgtlmoon/changedetection.io	closed	4086	2026-04-25T05:23:23Z	yes	enhancement	llm		https://github.com/dgtlmoon/changedetection.io/issues/4086	[i18n] "Usage" tab label in AI settings is ambiguous across contexts
dgtlmoon/changedetection.io	closed	4080	2026-04-24T04:35:07Z	yes	other			https://github.com/dgtlmoon/changedetection.io/issues/4080	[i18n] Duplicate `msgid` fatals in multiple locale `.po` files
dgtlmoon/changedetection.io	closed	4077	2026-04-23T21:59:24Z	yes	enhancement			https://github.com/dgtlmoon/changedetection.io/issues/4077	[feature] Queue and queue size
dgtlmoon/changedetection.io	closed	4071	2026-04-20T09:12:06Z	yes	other	browser_fetch		https://github.com/dgtlmoon/changedetection.io/issues/4071	Option to disable `filter was not present in the page` warning
dgtlmoon/changedetection.io	closed	4068	2026-04-19T19:28:23Z	yes	other			https://github.com/dgtlmoon/changedetection.io/issues/4068	Post-login redirect ignores subpath when using USE_X_SETTINGS=1 behind reverse proxy
snyk/agent-scan	open	409	2026-07-26T13:51:53Z	yes	other	coverage_inputs		https://github.com/snyk/agent-scan/issues/409	Naming/supply-chain confusion affecting the Invariant mcp-scan you acquired
snyk/agent-scan	open	405	2026-07-17T11:28:08Z	yes	other	coverage_inputs		https://github.com/snyk/agent-scan/issues/405	Enable the tool to scan subagents
snyk/agent-scan	open	392	2026-07-07T07:01:38Z	yes	bug	false_positive		https://github.com/snyk/agent-scan/issues/392	False positives for repository documentation read by default agent workflows
snyk/agent-scan	closed	396	2026-07-13T09:59:53Z	yes	other			https://github.com/snyk/agent-scan/issues/396	Proposal: external pre-install dependency risk signal for AI agents
snyk/agent-scan	closed	378	2026-06-18T03:03:20Z	yes	enhancement	service_auth_egress,coverage_inputs		https://github.com/snyk/agent-scan/issues/378	Support for offline / air-gapped scanning and clarity on where the Agent Scan API is hosted
snyk/agent-scan	closed	368	2026-06-14T05:04:37Z	yes	docs	coverage_inputs		https://github.com/snyk/agent-scan/issues/368	Docs cross-reference: map agent-scan skill issue codes to Agent Threat Rules (ATR) rule IDs
snyk/agent-scan	closed	363	2026-06-10T21:05:33Z	no	excluded		external_promotion_or_collaboration_pitch	https://github.com/snyk/agent-scan/issues/363	LogicNodes: pay-per-call USDC + escrow for AI agents
snyk/agent-scan	closed	356	2026-06-08T23:11:11Z	yes	support_question	false_positive		https://github.com/snyk/agent-scan/issues/356	Possibility to ignore findings for CI integrations
snyk/agent-scan	closed	340	2026-05-31T10:16:14Z	yes	bug	service_auth_egress		https://github.com/snyk/agent-scan/issues/340	Could not reach analysis server: 503 - Service Unavailable
snyk/agent-scan	closed	317	2026-05-16T14:28:35Z	yes	bug	coverage_inputs		https://github.com/snyk/agent-scan/issues/317	snyk doesnt scan .agents directory unless explicitly used
snyk/agent-scan	closed	316	2026-05-16T14:22:44Z	yes	bug	coverage_inputs		https://github.com/snyk/agent-scan/issues/316	mcp scan doesnt work
snyk/agent-scan	closed	301	2026-05-04T19:07:20Z	yes	enhancement	coverage_inputs		https://github.com/snyk/agent-scan/issues/301	Support scanning all agent context-building blocks, not just SKILL.md
snyk/agent-scan	closed	294	2026-05-04T05:16:37Z	no	excluded	coverage_inputs	external_promotion_or_collaboration_pitch	https://github.com/snyk/agent-scan/issues/294	✨️ Collaboration: Aligning WisePick's Auditable Data Flow with Snyk's Security Scanning
snyk/agent-scan	closed	277	2026-04-17T19:46:48Z	no	excluded	coverage_inputs	external_promotion_or_collaboration_pitch	https://github.com/snyk/agent-scan/issues/277	Possible complementary direction: skill lifecycle governance with SkillClaw
snyk/agent-scan	closed	276	2026-04-17T07:47:01Z	yes	bug	coverage_inputs		https://github.com/snyk/agent-scan/issues/276	Agent Scan cannot inspect OAuth-authenticated MCP servers (e.g. Claude Code marketplace plugins)
snyk/agent-scan	closed	271	2026-04-14T08:39:20Z	yes	bug	coverage_inputs,false_positive		https://github.com/snyk/agent-scan/issues/271	False positive: SkillCompass flagged as CRITICAL due to intentional security test fixtures
snyk/agent-scan	closed	263	2026-04-08T17:49:15Z	yes	other	service_auth_egress		https://github.com/snyk/agent-scan/issues/263	[Question] Clarification on SNYK_TOKEN requirement and potential for multi-platform support
snyk/agent-scan	closed	247	2026-03-30T15:01:44Z	yes	other	service_auth_egress,coverage_inputs		https://github.com/snyk/agent-scan/issues/247	[X007] Unauthorized / 503 Service Unavailable when scanning --skills in EU region (api.eu.snyk.io)
snyk/agent-scan	closed	243	2026-03-29T23:10:38Z	no	excluded		external_promotion_or_collaboration_pitch	https://github.com/snyk/agent-scan/issues/243	Add a description to improve Dispatch discoverability
snyk/agent-scan	closed	226	2026-03-17T21:44:33Z	no	excluded		external_promotion_or_collaboration_pitch	https://github.com/snyk/agent-scan/issues/226	We reserved @snyk_bot on AgentHive for you
snyk/agent-scan	closed	222	2026-03-14T15:03:53Z	yes	bug			https://github.com/snyk/agent-scan/issues/222	Getting [X005 info]: could not parse file
snyk/agent-scan	closed	221	2026-03-13T19:53:30Z	yes	other	service_auth_egress		https://github.com/snyk/agent-scan/issues/221	SNYK_TOKEN set but am still told to set it
snyk/agent-scan	closed	217	2026-03-12T13:05:28Z	yes	other	coverage_inputs		https://github.com/snyk/agent-scan/issues/217	[Proposal] Skill scanning: pass the directory as parameter
snyk/agent-scan	closed	208	2026-03-07T11:04:33Z	yes	bug			https://github.com/snyk/agent-scan/issues/208	Security: vulnerability reported to this project not yet reported
snyk/agent-scan	closed	193	2026-02-24T21:35:52Z	yes	other			https://github.com/snyk/agent-scan/issues/193	Output JSON shows truncated tool paths
snyk/agent-scan	closed	192	2026-02-24T06:47:05Z	yes	bug	service_auth_egress,coverage_inputs		https://github.com/snyk/agent-scan/issues/192	mcp-scan --skills consistently fails with "503 - Service Unavailable" while plain scan works
snyk/agent-scan	closed	148	2025-12-17T03:54:36Z	yes	bug	coverage_inputs		https://github.com/snyk/agent-scan/issues/148	Not able to scan http or sse MCP Servers
snyk/agent-scan	closed	125	2025-11-05T00:03:29Z	yes	bug	coverage_inputs		https://github.com/snyk/agent-scan/issues/125	`--local-only` flag not supported for scan command (contradicts documentation)
snyk/agent-scan	closed	124	2025-11-04T17:43:21Z	yes	other	service_auth_egress		https://github.com/snyk/agent-scan/issues/124	keep uploading data even when using --opt-out
snyk/agent-scan	closed	100	2025-09-10T17:14:58Z	yes	bug			https://github.com/snyk/agent-scan/issues/100	Wont start
snyk/agent-scan	closed	95	2025-08-25T14:17:14Z	yes	bug			https://github.com/snyk/agent-scan/issues/95	--verbose seems broken in the current release
snyk/agent-scan	closed	87	2025-08-18T19:08:55Z	yes	bug			https://github.com/snyk/agent-scan/issues/87	could not start server
snyk/agent-scan	closed	80	2025-08-04T18:15:19Z	yes	other	coverage_inputs		https://github.com/snyk/agent-scan/issues/80	Enable scan for dxt files
cisco-ai-defense/skill-scanner	open	149	2026-07-30T15:48:09Z	yes	enhancement			https://github.com/cisco-ai-defense/skill-scanner/issues/149	[FEATURE] Add skill context to log messages when scanning multiple skills
cisco-ai-defense/skill-scanner	open	140	2026-07-07T09:56:47Z	yes	bug	llm_reliability,false_positive		https://github.com/cisco-ai-defense/skill-scanner/issues/140	[FEATURE]  Policy-driven trusted reference domains to demote LLM false positives on internal infrastructure
cisco-ai-defense/skill-scanner	open	138	2026-07-05T07:58:02Z	yes	bug	llm_reliability,false_positive		https://github.com/cisco-ai-defense/skill-scanner/issues/138	Deterministic false positives amplified by LLM analyzer produce auto-reject cascades on benign skills
cisco-ai-defense/skill-scanner	open	137	2026-07-03T11:51:22Z	yes	bug	llm_reliability		https://github.com/cisco-ai-defense/skill-scanner/issues/137	[BUG] Meta-analyzer silently retains ALL findings as blocking when finding count is large — single un-batched LLM call truncates past max_tokens and JSON parsing fails
cisco-ai-defense/skill-scanner	open	136	2026-07-02T15:45:14Z	yes	enhancement	llm_reliability,ci_output		https://github.com/cisco-ai-defense/skill-scanner/issues/136	feat: expose LLM token usage in ScanResult JSON output
cisco-ai-defense/skill-scanner	open	126	2026-06-22T12:13:28Z	yes	support_question	ci_output		https://github.com/cisco-ai-defense/skill-scanner/issues/126	How to perform incremental checks with skill-scanner in CI/CD pipelines?
cisco-ai-defense/skill-scanner	open	125	2026-06-18T04:23:09Z	yes	other	llm_reliability,ci_output		https://github.com/cisco-ai-defense/skill-scanner/issues/125	Meta-analyzer: CRITICAL finding disappears on some runs of the same skill (Haiku 3.5, 5/5 reproducible)
cisco-ai-defense/skill-scanner	open	110	2026-05-13T05:54:34Z	yes	bug	llm_reliability		https://github.com/cisco-ai-defense/skill-scanner/issues/110	LLM API failure incorrectly classified as critical risk
cisco-ai-defense/skill-scanner	open	96	2026-04-17T19:46:53Z	no	excluded		external_promotion_or_collaboration_pitch	https://github.com/cisco-ai-defense/skill-scanner/issues/96	Possible complementary direction: skill lifecycle governance with SkillClaw
cisco-ai-defense/skill-scanner	open	68	2026-03-25T07:13:58Z	yes	enhancement			https://github.com/cisco-ai-defense/skill-scanner/issues/68	[FEATURE] enable OpenTelemetry for traces, logs, metrics
cisco-ai-defense/skill-scanner	closed	147	2026-07-30T12:50:56Z	yes	bug	llm_reliability,false_positive		https://github.com/cisco-ai-defense/skill-scanner/issues/147	[BUG] AlignmentResponseValidator emits spurious WARNING when LLM wraps JSON in markdown fences
cisco-ai-defense/skill-scanner	closed	131	2026-06-30T19:00:19Z	yes	bug	llm_reliability,false_positive		https://github.com/cisco-ai-defense/skill-scanner/issues/131	Per-finding adjudicator: fix literal-regex false positives and break the LLM confirmation cascade
cisco-ai-defense/skill-scanner	closed	124	2026-06-17T23:00:22Z	yes	other	llm_reliability,false_positive		https://github.com/cisco-ai-defense/skill-scanner/issues/124	Meta-analyzer non-determinism: --llm-consensus-runs at N=3/5/7 reduces but doesn't eliminate run-to-run variance (reproduces on Claude 3.5 Haiku and Claude Opus 4.8)
cisco-ai-defense/skill-scanner	closed	123	2026-06-17T02:30:46Z	yes	bug	llm_reliability		https://github.com/cisco-ai-defense/skill-scanner/issues/123	Claude 4.x via Bedrock fails LLM analysis: `temperature is deprecated for this model`
cisco-ai-defense/skill-scanner	closed	120	2026-06-16T04:17:55Z	yes	bug			https://github.com/cisco-ai-defense/skill-scanner/issues/120	[BUG] Behavioral analysis hangs on large Python files (>2000 lines) and times out after 360s
cisco-ai-defense/skill-scanner	closed	116	2026-06-03T15:22:38Z	yes	bug	detection_gap		https://github.com/cisco-ai-defense/skill-scanner/issues/116	[BUG] Skill scanner skips symlinked skill directories (isDirectory() returns false for symlinks)
cisco-ai-defense/skill-scanner	closed	114	2026-05-19T13:26:38Z	yes	bug			https://github.com/cisco-ai-defense/skill-scanner/issues/114	[BUG] Parser error when description contains :
cisco-ai-defense/skill-scanner	closed	109	2026-05-12T07:53:16Z	yes	bug	detection_gap		https://github.com/cisco-ai-defense/skill-scanner/issues/109	[BUG] Security scanner fails to detect nested command substitution and piping to shell
cisco-ai-defense/skill-scanner	closed	107	2026-05-07T11:10:11Z	yes	bug	ci_output		https://github.com/cisco-ai-defense/skill-scanner/issues/107	[BUG] Sarif file has invalid paths when using recursive discovery.
cisco-ai-defense/skill-scanner	closed	98	2026-04-18T07:44:19Z	yes	support_question			https://github.com/cisco-ai-defense/skill-scanner/issues/98	Question: preferred cadence for upstream ATR rule updates?
cisco-ai-defense/skill-scanner	closed	97	2026-04-17T21:37:38Z	yes	bug	llm_reliability		https://github.com/cisco-ai-defense/skill-scanner/issues/97	[BUG] LLMProviderConfig raises ImportError for Gemini models when LiteLLM is installed but google-genai is not
cisco-ai-defense/skill-scanner	closed	95	2026-04-17T13:29:01Z	yes	enhancement	llm_reliability		https://github.com/cisco-ai-defense/skill-scanner/issues/95	[FEATURE] Support for LLM Custom OpenAPI provider
cisco-ai-defense/skill-scanner	closed	93	2026-04-16T01:37:49Z	yes	other	ci_output		https://github.com/cisco-ai-defense/skill-scanner/issues/93	Hard-pinned (==) runtime dependencies force downstream users into dependency-tree rewires on every security bump
cisco-ai-defense/skill-scanner	closed	92	2026-04-14T20:45:46Z	yes	bug	detection_gap,ci_output		https://github.com/cisco-ai-defense/skill-scanner/issues/92	[FEATURE] Does not detect Prompt Injections disguised using ASCII Smuggling
cisco-ai-defense/skill-scanner	closed	86	2026-04-08T21:36:51Z	yes	bug			https://github.com/cisco-ai-defense/skill-scanner/issues/86	[BUG] using --lenient could allow binary and non-UTF-8 content to be passed to loader in certain edge cases
